reportedyear,FSA,reportedmonth,,MCI,Count of MCI
2019,M4W,June,6.00,Robbery,4
2019,M4W,June,6.00,Theft Over,1
2019,M4X,June,6.00,Assault,20
2019,M4X,June,6.00,Auto Theft,4
2019,M4X,June,6.00,Break and Enter,7
2019,M4Y,June,6.00,Assault,53
2019,M4Y,June,6.00,Auto Theft,2
2019,M4Y,June,6.00,Break and Enter,17
2019,M4Y,June,6.00,Robbery,5
2019,M4Y,June,6.00,Theft Over,2
2019,M5A,June,6.00,Assault,89
2019,M5A,June,6.00,Auto Theft,5
2019,M5A,June,6.00,Break and Enter,35
2019,M5A,June,6.00,Robbery,16
2019,M5A,June,6.00,Theft Over,6
2019,M5B,June,6.00,Assault,60
2019,M5B,June,6.00,Auto Theft,3
2019,M5B,June,6.00,Break and Enter,7
2019,M5B,June,6.00,Robbery,9
2019,M5B,June,6.00,Theft Over,2
2019,M5C,June,6.00,Assault,12
2019,M5C,June,6.00,Break and Enter,5
2019,M5E,June,6.00,Assault,8
2019,M5E,June,6.00,Auto Theft,1
2019,M5E,June,6.00,Break and Enter,4
2019,M5E,June,6.00,Theft Over,2
2019,M5G,June,6.00,Assault,70
2019,M5G,June,6.00,Auto Theft,3
2019,M5G,June,6.00,Break and Enter,2
2019,M5G,June,6.00,Robbery,2
2019,M5G,June,6.00,Theft Over,1
2019,M5H,June,6.00,Assault,24
2019,M5H,June,6.00,Auto Theft,3
2019,M5H,June,6.00,Break and Enter,5
2019,M5H,June,6.00,Robbery,6
2019,M5H,June,6.00,Theft Over,3
2019,M5J,June,6.00,Assault,24
2019,M5J,June,6.00,Auto Theft,4
2019,M5J,June,6.00,Break and Enter,4
2019,M5J,June,6.00,Robbery,4
2019,M5J,June,6.00,Theft Over,1
2019,M5M,June,6.00,Assault,14
2019,M5M,June,6.00,Auto Theft,5
2019,M5M,June,6.00,Break and Enter,7
2019,M5M,June,6.00,Robbery,1
2019,M5M,June,6.00,Theft Over,2
2019,M5N,June,6.00,Assault,2
2019,M5N,June,6.00,Auto Theft,1
2019,M5N,June,6.00,Break and Enter,2
2019,M5P,June,6.00,Assault,8
2019,M5P,June,6.00,Auto Theft,1
2019,M5P,June,6.00,Break and Enter,6
2019,M5P,June,6.00,Theft Over,2
2019,M5R,June,6.00,Assault,39
2019,M5R,June,6.00,Auto Theft,1
2019,M5R,June,6.00,Break and Enter,12
2019,M5R,June,6.00,Robbery,1
2019,M5R,June,6.00,Theft Over,4
2019,M5S,June,6.00,Assault,20
2019,M5S,June,6.00,Auto Theft,2
2019,M5S,June,6.00,Break and Enter,10
2019,M5S,June,6.00,Robbery,4
2019,M5S,June,6.00,Theft Over,1
2019,M5T,June,6.00,Assault,46
2019,M5T,June,6.00,Auto Theft,3
2019,M5T,June,6.00,Break and Enter,33
2019,M5T,June,6.00,Robbery,7
2019,M5T,June,6.00,Theft Over,4
2019,M5V,June,6.00,Assault,62
2019,M5V,June,6.00,Auto Theft,5
2019,M5V,June,6.00,Break and Enter,16
2019,M5V,June,6.00,Robbery,6
2019,M5V,June,6.00,Theft Over,3
2019,M6A,June,6.00,Assault,36
2019,M6A,June,6.00,Break and Enter,9
2019,M6A,June,6.00,Robbery,6
2019,M6A,June,6.00,Theft Over,4
2019,M6B,June,6.00,Assault,10
2019,M6B,June,6.00,Auto Theft,5
2019,M6B,June,6.00,Break and Enter,7
2019,M6B,June,6.00,Robbery,2
2019,M6B,June,6.00,Theft Over,1
2019,M6C,June,6.00,Assault,5
2019,M6C,June,6.00,Break and Enter,11
2019,M6C,June,6.00,Robbery,5
2019,M6E,June,6.00,Assault,26
2019,M6E,June,6.00,Auto Theft,6
2019,M6E,June,6.00,Break and Enter,4
2019,M6E,June,6.00,Robbery,10
2019,M6E,June,6.00,Theft Over,1
2019,M6G,June,6.00,Assault,25
2019,M6G,June,6.00,Auto Theft,4
2019,M6G,June,6.00,Break and Enter,7
2019,M6G,June,6.00,Robbery,4
2019,M6H,June,6.00,Assault,31
2019,M6H,June,6.00,Auto Theft,3
2019,M6H,June,6.00,Break and Enter,17
2019,M6H,June,6.00,Robbery,2
2019,M6H,June,6.00,Theft Over,3
2019,M6J,June,6.00,Assault,15
2019,M6J,June,6.00,Auto Theft,1
2019,M6J,June,6.00,Break and Enter,11
2019,M6J,June,6.00,Robbery,3
2019,M6J,June,6.00,Theft Over,2
2019,M6K,June,6.00,Assault,32
2019,M6K,June,6.00,Auto Theft,2
2019,M6K,June,6.00,Break and Enter,14
2019,M6K,June,6.00,Robbery,4
2019,M6K,June,6.00,Theft Over,4
2019,M6L,June,6.00,Assault,8
2019,M6L,June,6.00,Auto Theft,4
2019,M6L,June,6.00,Break and Enter,1
2019,M6L,June,6.00,Robbery,1
2019,M6M,June,6.00,Assault,29
2019,M6M,June,6.00,Auto Theft,15
2019,M6M,June,6.00,Break and Enter,10
2019,M6M,June,6.00,Robbery,7
2019,M6M,June,6.00,Theft Over,4
2019,M6N,June,6.00,Assault,51
2019,M6N,June,6.00,Auto Theft,7
2019,M6N,June,6.00,Break and Enter,2
2019,M6N,June,6.00,Robbery,1
2019,M6P,June,6.00,Assault,17
2019,M6P,June,6.00,Auto Theft,7
2019,M6P,June,6.00,Break and Enter,7
2019,M6P,June,6.00,Theft Over,2
2019,M6R,June,6.00,Assault,7
2019,M6R,June,6.00,Auto Theft,1
2019,M6R,June,6.00,Break and Enter,3
2019,M6R,June,6.00,Robbery,1
2019,M6R,June,6.00,Theft Over,2
2019,M6S,June,6.00,Assault,13
2019,M6S,June,6.00,Auto Theft,11
2019,M6S,June,6.00,Break and Enter,3
2019,M6S,June,6.00,Robbery,5
2019,M6S,June,6.00,Theft Over,2
2019,M8V,June,6.00,Assault,21
2019,M8V,June,6.00,Auto Theft,1
2019,M8V,June,6.00,Break and Enter,4
2019,M8V,June,6.00,Robbery,6
2019,M8V,June,6.00,Theft Over,1
2019,M8W,June,6.00,Assault,16
2019,M8W,June,6.00,Break and Enter,2
2019,M8W,June,6.00,Robbery,1
2019,M8X,June,6.00,Assault,6
2019,M8X,June,6.00,Auto Theft,5
2019,M8X,June,6.00,Robbery,4
2019,M8Y,June,6.00,Assault,4
2019,M8Y,June,6.00,Auto Theft,6
2019,M8Y,June,6.00,Break and Enter,2
2019,M8Y,June,6.00,Robbery,2
2019,M8Z,June,6.00,Assault,17
2019,M8Z,June,6.00,Auto Theft,5
2019,M8Z,June,6.00,Break and Enter,3
2019,M8Z,June,6.00,Robbery,2
2019,M8Z,June,6.00,Theft Over,2
2019,M9A,June,6.00,Assault,13
2019,M9A,June,6.00,Auto Theft,5
2019,M9A,June,6.00,Break and Enter,6
2019,M9A,June,6.00,Robbery,1
2019,M9B,June,6.00,Assault,13
2019,M9B,June,6.00,Auto Theft,2
2019,M9B,June,6.00,Break and Enter,1
2019,M9B,June,6.00,Robbery,3
2019,M9C,June,6.00,Assault,13
2019,M9C,June,6.00,Auto Theft,4
2019,M9C,June,6.00,Robbery,3
2019,M9C,June,6.00,Theft Over,3
2019,M9L,June,6.00,Assault,6
2019,M9L,June,6.00,Auto Theft,15
2019,M9L,June,6.00,Break and Enter,7
2019,M9L,June,6.00,Robbery,1
2019,M9L,June,6.00,Theft Over,1
2019,M9M,June,6.00,Assault,19
2019,M9M,June,6.00,Auto Theft,13
2019,M9M,June,6.00,Break and Enter,3
2019,M9M,June,6.00,Robbery,1
2019,M9M,June,6.00,Theft Over,2
2019,M9N,June,6.00,Assault,34
2019,M9N,June,6.00,Auto Theft,4
2019,M9N,June,6.00,Break and Enter,8
2019,M9N,June,6.00,Robbery,6
2019,M9N,June,6.00,Theft Over,1
2019,M9P,June,6.00,Assault,10
2019,M9P,June,6.00,Break and Enter,2
2019,M9P,June,6.00,Robbery,1
2019,M9R,June,6.00,Assault,25
2019,M9R,June,6.00,Auto Theft,1
2019,M9R,June,6.00,Break and Enter,4
2019,M9R,June,6.00,Robbery,4
2019,M9R,June,6.00,Theft Over,1
2019,M9V,June,6.00,Assault,33
2019,M9V,June,6.00,Auto Theft,19
2019,M9V,June,6.00,Break and Enter,9
2019,M9V,June,6.00,Robbery,3
2019,M9V,June,6.00,Theft Over,2
2019,M9W,June,6.00,Assault,23
2019,M9W,June,6.00,Auto Theft,49
2019,M9W,June,6.00,Break and Enter,14
2019,M9W,June,6.00,Robbery,10
2019,M9W,June,6.00,Theft Over,3
2019,Overall,June,6.00,Assault,1924
2019,Overall,June,6.00,Break and Enter,615
2019,Overall,June,6.00,Auto Theft,419
2019,Overall,June,6.00,Robbery,282
2019,Overall,June,6.00,Theft Over,115
2017,M1B,July,7.00,Assault,34
2017,M1B,July,7.00,Auto Theft,7
2017,M1B,July,7.00,Break and Enter,5
2017,M1B,July,7.00,Robbery,8
2017,M1B,July,7.00,Theft Over,2
2017,M1C,July,7.00,Assault,10
2017,M1C,July,7.00,Auto Theft,2
2017,M1C,July,7.00,Break and Enter,5
2017,M1C,July,7.00,Robbery,4
2017,M1E,July,7.00,Assault,61
2017,M1E,July,7.00,Auto Theft,1
2017,M1E,July,7.00,Break and Enter,7
2017,M1E,July,7.00,Robbery,10
2017,M1G,July,7.00,Assault,21
2017,M1G,July,7.00,Auto Theft,2
2017,M1G,July,7.00,Break and Enter,2
2017,M1G,July,7.00,Robbery,11
2017,M1G,July,7.00,Theft Over,1
2017,M1H,July,7.00,Assault,24
2017,M1H,July,7.00,Auto Theft,3
2017,M1H,July,7.00,Break and Enter,7
2017,M1H,July,7.00,Robbery,10
2017,M1H,July,7.00,Theft Over,3
2017,M1J,July,7.00,Assault,29
2017,M1J,July,7.00,Auto Theft,3
2017,M1J,July,7.00,Break and Enter,6
2017,M1J,July,7.00,Robbery,3
2017,M1J,July,7.00,Theft Over,1
2017,M1K,July,7.00,Assault,48
2017,M1K,July,7.00,Auto Theft,4
2017,M1K,July,7.00,Break and Enter,17
2017,M1K,July,7.00,Robbery,7
2017,M1L,July,7.00,Assault,22
2017,M1L,July,7.00,Auto Theft,4
2017,M1L,July,7.00,Break and Enter,13
2017,M1L,July,7.00,Robbery,8
2017,M1M,July,7.00,Assault,13
2017,M1M,July,7.00,Auto Theft,3
2017,M1M,July,7.00,Break and Enter,5
2017,M1M,July,7.00,Robbery,3
2017,M1M,July,7.00,Theft Over,1
2017,M1N,July,7.00,Assault,15
2017,M1N,July,7.00,Auto Theft,3
2017,M1N,July,7.00,Break and Enter,8
2017,M1N,July,7.00,Robbery,4
2017,M1P,July,7.00,Assault,28
2017,M1P,July,7.00,Auto Theft,8
2017,M1P,July,7.00,Break and Enter,16
2017,M1P,July,7.00,Robbery,9
2017,M1P,July,7.00,Theft Over,3
2017,M1R,July,7.00,Assault,15
2017,M1R,July,7.00,Auto Theft,1
2017,M1R,July,7.00,Break and Enter,4
2017,M1R,July,7.00,Robbery,2
2017,M1S,July,7.00,Assault,12
2017,M1S,July,7.00,Auto Theft,6
2017,M1S,July,7.00,Break and Enter,11
2017,M1S,July,7.00,Robbery,1
2017,M1S,July,7.00,Theft Over,2
2017,M1T,July,7.00,Assault,15
2017,M1T,July,7.00,Auto Theft,1
2017,M1T,July,7.00,Break and Enter,5
2017,M1T,July,7.00,Robbery,1
2017,M1V,July,7.00,Assault,12
2017,M1V,July,7.00,Auto Theft,9
2017,M1V,July,7.00,Break and Enter,6
2017,M1V,July,7.00,Robbery,3
2017,M1W,July,7.00,Assault,13
2017,M1W,July,7.00,Auto Theft,5
2017,M1W,July,7.00,Break and Enter,7
2017,M1X,July,7.00,Assault,1
2017,M1X,July,7.00,Break and Enter,2
2017,M1X,July,7.00,Robbery,2
2017,M2H,July,7.00,Assault,9
2017,M2H,July,7.00,Auto Theft,3
2017,M2H,July,7.00,Break and Enter,4
2017,M2H,July,7.00,Robbery,3
2017,M2J,July,7.00,Assault,25
2017,M2J,July,7.00,Auto Theft,8
2017,M2J,July,7.00,Break and Enter,8
2017,M2J,July,7.00,Robbery,3
2017,M2J,July,7.00,Theft Over,4
2017,M2K,July,7.00,Assault,3
2017,M2K,July,7.00,Auto Theft,1
2017,M2K,July,7.00,Break and Enter,3
2017,M2K,July,7.00,Robbery,1
2017,M2L,July,7.00,Assault,2
2017,M2L,July,7.00,Auto Theft,1
2017,M2L,July,7.00,Break and Enter,4
2017,M2L,July,7.00,Theft Over,1
2017,M2M,July,7.00,Assault,21
2017,M2M,July,7.00,Auto Theft,1
2017,M2M,July,7.00,Break and Enter,7
2017,M2M,July,7.00,Robbery,7
2017,M2M,July,7.00,Theft Over,2
2017,M2N,July,7.00,Assault,30
2017,M2N,July,7.00,Auto Theft,6
2017,M2N,July,7.00,Break and Enter,20
2017,M2N,July,7.00,Robbery,5
2017,M2N,July,7.00,Theft Over,6
2017,M2P,July,7.00,Assault,1
2017,M2P,July,7.00,Break and Enter,3
2017,M2R,July,7.00,Assault,14
2017,M2R,July,7.00,Auto Theft,4
2017,M2R,July,7.00,Break and Enter,9
2017,M2R,July,7.00,Robbery,4
2017,M3A,July,7.00,Assault,27
2017,M3A,July,7.00,Auto Theft,5
2017,M3A,July,7.00,Break and Enter,11
2017,M3A,July,7.00,Robbery,9
2017,M3B,July,7.00,Assault,5
2017,M3B,July,7.00,Break and Enter,3
2017,M3B,July,7.00,Robbery,1
2017,M3C,July,7.00,Assault,17
2017,M3C,July,7.00,Break and Enter,3
2017,M3C,July,7.00,Robbery,1
2017,M3H,July,7.00,Assault,15
2017,M3H,July,7.00,Auto Theft,3
2017,M3H,July,7.00,Break and Enter,10
2017,M3H,July,7.00,Robbery,3
2017,M3J,July,7.00,Assault,33
2017,M3J,July,7.00,Auto Theft,2
2017,M3J,July,7.00,Break and Enter,11
2017,M3J,July,7.00,Robbery,5
2017,M3J,July,7.00,Theft Over,8
2017,M3K,July,7.00,Assault,3
2017,M3K,July,7.00,Auto Theft,1
2017,M3K,July,7.00,Break and Enter,1
2017,M3K,July,7.00,Robbery,2
2017,M3L,July,7.00,Assault,29
2017,M3L,July,7.00,Auto Theft,1
2017,M3L,July,7.00,Break and Enter,1
2017,M3L,July,7.00,Robbery,1
2017,M3M,July,7.00,Assault,6
2017,M3M,July,7.00,Break and Enter,1
2017,M3M,July,7.00,Robbery,2
2017,M3N,July,7.00,Assault,51
2017,M3N,July,7.00,Auto Theft,9
2017,M3N,July,7.00,Break and Enter,4
2017,M3N,July,7.00,Robbery,12
2017,M3N,July,7.00,Theft Over,1
2017,M4A,July,7.00,Assault,8
2017,M4A,July,7.00,Auto Theft,3
2017,M4A,July,7.00,Break and Enter,2
2017,M4B,July,7.00,Assault,11
2017,M4B,July,7.00,Break and Enter,3
2017,M4C,July,7.00,Assault,38
2017,M4C,July,7.00,Auto Theft,2
2017,M4C,July,7.00,Break and Enter,16
2017,M4C,July,7.00,Robbery,9
2017,M4C,July,7.00,Theft Over,1
2017,M4E,July,7.00,Assault,12
2017,M4E,July,7.00,Auto Theft,3
2017,M4E,July,7.00,Break and Enter,3
2017,M4E,July,7.00,Robbery,1
2017,M4G,July,7.00,Assault,4
2017,M4G,July,7.00,Break and Enter,4
2017,M4G,July,7.00,Theft Over,1
2017,M4H,July,7.00,Assault,2
2017,M4J,July,7.00,Assault,20
2017,M4J,July,7.00,Auto Theft,2
2017,M4J,July,7.00,Break and Enter,7
2017,M4K,July,7.00,Assault,11
2017,M4K,July,7.00,Auto Theft,2
2017,M4K,July,7.00,Break and Enter,4
2017,M4K,July,7.00,Robbery,4
2017,M4L,July,7.00,Assault,21
2017,M4L,July,7.00,Auto Theft,2
2017,M4L,July,7.00,Break and Enter,4
2017,M4L,July,7.00,Robbery,3
2017,M4L,July,7.00,Theft Over,2
2017,M4M,July,7.00,Assault,10
2017,M4M,July,7.00,Auto Theft,7
2017,M4M,July,7.00,Break and Enter,2
2017,M4M,July,7.00,Robbery,5
2017,M4M,July,7.00,Theft Over,1
2017,M4N,July,7.00,Assault,3
2017,M4N,July,7.00,Break and Enter,4
2017,M4N,July,7.00,Theft Over,2
2017,M4P,July,7.00,Assault,7
2017,M4P,July,7.00,Auto Theft,1
2017,M4P,July,7.00,Break and Enter,2
2017,M4R,July,7.00,Assault,6
2017,M4R,July,7.00,Break and Enter,4
2017,M4S,July,7.00,Assault,8
2017,M4S,July,7.00,Break and Enter,1
2017,M4T,July,7.00,Assault,2
2017,M4V,July,7.00,Assault,4
2017,M4V,July,7.00,Auto Theft,1
2017,M4V,July,7.00,Break and Enter,4
2017,M4V,July,7.00,Robbery,1
2017,M4W,July,7.00,Assault,15
2017,M4W,July,7.00,Break and Enter,9
2017,M4W,July,7.00,Robbery,1
2017,M4W,July,7.00,Theft Over,2
2017,M4X,July,7.00,Assault,21
2017,M4X,July,7.00,Auto Theft,3
2017,M4X,July,7.00,Break and Enter,4
2017,M4X,July,7.00,Robbery,5
2017,M4Y,July,7.00,Assault,42
2017,M4Y,July,7.00,Break and Enter,11
2017,M4Y,July,7.00,Robbery,6
2017,M4Y,July,7.00,Theft Over,1
2017,M5A,July,7.00,Assault,44
2017,M5A,July,7.00,Auto Theft,3
2017,M5A,July,7.00,Break and Enter,14
2017,M5A,July,7.00,Robbery,11
2017,M5A,July,7.00,Theft Over,4
2017,M5B,July,7.00,Assault,32
2017,M5B,July,7.00,Auto Theft,2
2017,M5B,July,7.00,Break and Enter,4
2017,M5B,July,7.00,Robbery,7
2017,M5C,July,7.00,Assault,5
2017,M5C,July,7.00,Break and Enter,6
2017,M5C,July,7.00,Robbery,1
2017,M5E,July,7.00,Assault,3
2017,M5E,July,7.00,Break and Enter,8
2017,M5E,July,7.00,Robbery,1
2017,M5E,July,7.00,Theft Over,1
2017,M5G,July,7.00,Assault,48
2017,M5G,July,7.00,Auto Theft,1
2017,M5G,July,7.00,Break and Enter,8
2017,M5G,July,7.00,Robbery,10
2017,M5G,July,7.00,Theft Over,2
2017,M5H,July,7.00,Assault,27
2017,M5H,July,7.00,Auto Theft,1
2017,M5H,July,7.00,Break and Enter,1
2017,M5J,July,7.00,Assault,39
2017,M5J,July,7.00,Auto Theft,2
2017,M5J,July,7.00,Break and Enter,6
2017,M5J,July,7.00,Robbery,6
2017,M5J,July,7.00,Theft Over,1
2017,M5M,July,7.00,Assault,17
2017,M5M,July,7.00,Auto Theft,3
2017,M5M,July,7.00,Break and Enter,8
2017,M5N,July,7.00,Assault,1
2017,M5N,July,7.00,Auto Theft,4
2017,M5N,July,7.00,Break and Enter,11
2017,M5N,July,7.00,Theft Over,1
2017,M5P,July,7.00,Assault,4
2017,M5P,July,7.00,Auto Theft,1
2017,M5P,July,7.00,Break and Enter,6
2017,M5P,July,7.00,Theft Over,1
2017,M5R,July,7.00,Assault,30
2017,M5R,July,7.00,Auto Theft,2
2017,M5R,July,7.00,Break and Enter,11
2017,M5R,July,7.00,Robbery,3
2017,M5R,July,7.00,Theft Over,1
2017,M5S,July,7.00,Assault,22
2017,M5S,July,7.00,Break and Enter,6
2017,M5S,July,7.00,Robbery,6
2017,M5T,July,7.00,Assault,42
2017,M5T,July,7.00,Auto Theft,2
2017,M5T,July,7.00,Break and Enter,7
2017,M5T,July,7.00,Robbery,6
2017,M5T,July,7.00,Theft Over,3
2017,M5V,July,7.00,Assault,81
2017,M5V,July,7.00,Auto Theft,4
2017,M5V,July,7.00,Break and Enter,12
2017,M5V,July,7.00,Robbery,3
2017,M5V,July,7.00,Theft Over,1
2017,M6A,July,7.00,Assault,23
2017,M6A,July,7.00,Auto Theft,15
2017,M6A,July,7.00,Break and Enter,3
2017,M6A,July,7.00,Robbery,4
2017,M6A,July,7.00,Theft Over,2
2017,M6B,July,7.00,Assault,10
2017,M6B,July,7.00,Auto Theft,5
2017,M6B,July,7.00,Break and Enter,5
2017,M6B,July,7.00,Robbery,2
2017,M6B,July,7.00,Theft Over,3
2017,M6C,July,7.00,Assault,5
2017,M6C,July,7.00,Auto Theft,1
2017,M6C,July,7.00,Break and Enter,7
2017,M6E,July,7.00,Assault,31
2017,M6E,July,7.00,Auto Theft,2
2017,M6E,July,7.00,Break and Enter,8
2017,M6E,July,7.00,Robbery,5
2017,M6G,July,7.00,Assault,14
2017,M6G,July,7.00,Auto Theft,5
2017,M6G,July,7.00,Break and Enter,10
2017,M6G,July,7.00,Robbery,10
2017,M6H,July,7.00,Assault,26
2017,M6H,July,7.00,Auto Theft,5
2017,M6H,July,7.00,Break and Enter,4
2017,M6H,July,7.00,Robbery,8
2017,M6H,July,7.00,Theft Over,1
2017,M6J,July,7.00,Assault,28
2017,M6J,July,7.00,Auto Theft,1
2017,M6J,July,7.00,Break and Enter,8
2017,M6J,July,7.00,Robbery,4
2017,M6J,July,7.00,Theft Over,2
2017,M6K,July,7.00,Assault,35
2017,M6K,July,7.00,Auto Theft,3
2017,M6K,July,7.00,Break and Enter,9
2017,M6K,July,7.00,Theft Over,1
2017,M6L,July,7.00,Assault,14
2017,M6L,July,7.00,Auto Theft,5
2017,M6L,July,7.00,Break and Enter,2
2017,M6L,July,7.00,Robbery,2
2017,M6L,July,7.00,Theft Over,1
2017,M6M,July,7.00,Assault,21
2017,M6M,July,7.00,Auto Theft,4
2017,M6M,July,7.00,Break and Enter,7
2017,M6M,July,7.00,Robbery,7
2017,M6M,July,7.00,Theft Over,1
2017,M6N,July,7.00,Assault,23
2017,M6N,July,7.00,Auto Theft,9
2017,M6N,July,7.00,Break and Enter,5
2017,M6N,July,7.00,Robbery,4
2017,M6N,July,7.00,Theft Over,1
2017,M6P,July,7.00,Assault,23
2017,M6P,July,7.00,Auto Theft,6
2017,M6P,July,7.00,Break and Enter,10
2017,M6P,July,7.00,Robbery,5
2017,M6R,July,7.00,Assault,16
2017,M6R,July,7.00,Auto Theft,3
2017,M6R,July,7.00,Break and Enter,6
2017,M6R,July,7.00,Robbery,4
2017,M6R,July,7.00,Theft Over,3
2017,M6S,July,7.00,Assault,14
2017,M6S,July,7.00,Auto Theft,2
2017,M6S,July,7.00,Break and Enter,3
2017,M6S,July,7.00,Robbery,3
2017,M6S,July,7.00,Theft Over,1
2017,M8V,July,7.00,Assault,8
2017,M8V,July,7.00,Auto Theft,1
2017,M8V,July,7.00,Break and Enter,1
2017,M8X,July,7.00,Assault,2
2017,M8X,July,7.00,Break and Enter,2
2017,M8X,July,7.00,Robbery,1
2017,M8Y,July,7.00,Assault,12
2017,M8Y,July,7.00,Auto Theft,3
2017,M8Y,July,7.00,Break and Enter,3
2017,M8Y,July,7.00,Robbery,5
2017,M8Z,July,7.00,Assault,7
2017,M8Z,July,7.00,Auto Theft,7
2017,M8Z,July,7.00,Break and Enter,2
2017,M8Z,July,7.00,Robbery,3
2017,M8Z,July,7.00,Theft Over,1
2017,M9A,July,7.00,Assault,10
2017,M9A,July,7.00,Auto Theft,1
2017,M9A,July,7.00,Break and Enter,5
2017,M9A,July,7.00,Robbery,2
2017,M9A,July,7.00,Theft Over,1
2017,M9B,July,7.00,Assault,6
2017,M9B,July,7.00,Auto Theft,5
2017,M9B,July,7.00,Break and Enter,10
2017,M9B,July,7.00,Robbery,4
2017,M9C,July,7.00,Assault,7
2017,M9C,July,7.00,Auto Theft,4
2017,M9C,July,7.00,Break and Enter,2
2017,M9C,July,7.00,Robbery,2
2017,M9C,July,7.00,Theft Over,1
2017,M9L,July,7.00,Assault,9
2017,M9L,July,7.00,Auto Theft,6
2017,M9L,July,7.00,Break and Enter,2
2017,M9L,July,7.00,Robbery,3
2017,M9L,July,7.00,Theft Over,1
2017,M9M,July,7.00,Assault,14
2017,M9M,July,7.00,Auto Theft,8
2017,M9M,July,7.00,Break and Enter,1
2017,M9M,July,7.00,Robbery,4
2017,M9M,July,7.00,Theft Over,3
2017,M9N,July,7.00,Assault,23
2017,M9N,July,7.00,Auto Theft,8
2017,M9N,July,7.00,Break and Enter,6
2017,M9N,July,7.00,Robbery,7
2017,M9N,July,7.00,Theft Over,1
2017,M9P,July,7.00,Assault,3
2017,M9P,July,7.00,Auto Theft,4
2017,M9P,July,7.00,Break and Enter,11
2017,M9R,July,7.00,Assault,13
2017,M9R,July,7.00,Auto Theft,9
2017,M9R,July,7.00,Break and Enter,3
2017,M9R,July,7.00,Robbery,8
2017,M9V,July,7.00,Assault,34
2017,M9V,July,7.00,Auto Theft,6
2017,M9V,July,7.00,Break and Enter,13
2017,M9V,July,7.00,Robbery,12
2017,M9V,July,7.00,Theft Over,3
2017,M9W,July,7.00,Assault,23
2017,M9W,July,7.00,Auto Theft,29
2017,M9W,July,7.00,Break and Enter,12
2017,M9W,July,7.00,Robbery,16
2017,M9W,July,7.00,Theft Over,1
2017,Overall,July,7.00,Assault,1758
2017,Overall,July,7.00,Break and Enter,581
2017,Overall,July,7.00,Robbery,359
2017,Overall,July,7.00,Auto Theft,315
2017,Overall,July,7.00,Theft Over,88
2018,M1B,July,7.00,Assault,24
2018,M1B,July,7.00,Auto Theft,2
2018,M1B,July,7.00,Break and Enter,2
2018,M1B,July,7.00,Robbery,2
2018,M1B,July,7.00,Theft Over,2
2018,M1C,July,7.00,Assault,7
2018,M1C,July,7.00,Auto Theft,4
2018,M1C,July,7.00,Break and Enter,4
2018,M1C,July,7.00,Robbery,3
2018,M1E,July,7.00,Assault,43
2018,M1E,July,7.00,Auto Theft,4
2018,M1E,July,7.00,Break and Enter,23
2018,M1E,July,7.00,Robbery,5
2018,M1E,July,7.00,Theft Over,1
2018,M1G,July,7.00,Assault,15
2018,M1G,July,7.00,Auto Theft,2
2018,M1G,July,7.00,Break and Enter,4
2018,M1G,July,7.00,Robbery,3
2018,M1H,July,7.00,Assault,8
2018,M1H,July,7.00,Auto Theft,6
2018,M1H,July,7.00,Break and Enter,6
2018,M1H,July,7.00,Robbery,11
2018,M1H,July,7.00,Theft Over,1
2018,M1J,July,7.00,Assault,21
2018,M1J,July,7.00,Auto Theft,1
2018,M1J,July,7.00,Break and Enter,10
2018,M1J,July,7.00,Robbery,1
2018,M1K,July,7.00,Assault,46
2018,M1K,July,7.00,Auto Theft,5
2018,M1K,July,7.00,Break and Enter,5
2018,M1K,July,7.00,Robbery,5
2018,M1K,July,7.00,Theft Over,1
2018,M1L,July,7.00,Assault,56
2018,M1L,July,7.00,Auto Theft,11
2018,M1L,July,7.00,Break and Enter,14
2018,M1L,July,7.00,Robbery,7
2018,M1L,July,7.00,Theft Over,1
2018,M1M,July,7.00,Assault,23
2018,M1M,July,7.00,Auto Theft,8
2018,M1M,July,7.00,Break and Enter,10
2018,M1M,July,7.00,Robbery,3
2018,M1M,July,7.00,Theft Over,1
2018,M1N,July,7.00,Assault,18
2018,M1N,July,7.00,Auto Theft,1
2018,M1N,July,7.00,Break and Enter,8
2018,M1N,July,7.00,Robbery,4
2018,M1P,July,7.00,Assault,23
2018,M1P,July,7.00,Auto Theft,9
2018,M1P,July,7.00,Break and Enter,14
2018,M1P,July,7.00,Robbery,5
2018,M1P,July,7.00,Theft Over,4
2018,M1R,July,7.00,Assault,9
2018,M1R,July,7.00,Auto Theft,8
2018,M1R,July,7.00,Break and Enter,4
2018,M1R,July,7.00,Robbery,4
2018,M1R,July,7.00,Theft Over,1
2018,M1S,July,7.00,Assault,8
2018,M1S,July,7.00,Auto Theft,2
2018,M1S,July,7.00,Break and Enter,5
2018,M1S,July,7.00,Robbery,1
2018,M1T,July,7.00,Assault,21
2018,M1T,July,7.00,Auto Theft,4
2018,M1T,July,7.00,Break and Enter,11
2018,M1T,July,7.00,Robbery,1
2018,M1T,July,7.00,Theft Over,1
2018,M1V,July,7.00,Assault,14
2018,M1V,July,7.00,Auto Theft,4
2018,M1V,July,7.00,Break and Enter,9
2018,M1V,July,7.00,Robbery,3
2018,M1V,July,7.00,Theft Over,4
2018,M1W,July,7.00,Assault,12
2018,M1W,July,7.00,Auto Theft,6
2018,M1W,July,7.00,Break and Enter,6
2018,M1W,July,7.00,Robbery,1
